Código Soporte;Código Elemento;Empresa;Nombre Comercial Tecnología;Dirección;Localidad;Comuna;Región;Tipo Documento Autorizatorio;Nro. Documento;Fecha Documento;Tipo Soporte;Altura;Frecuencia;Banda;Ancho Banda;Tecnología;Tipo Acceso;Latitud;Longitud;x;y
"31.660";"628.035";ENTEL TELEFONIA LOCAL S.A.;5G;ESTANCIA BOQUERÓN, KM. 20 BAHÍA INÚTIL, COMUNA PORVENIR, COMUNA DE PORVENIR, REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;76;24/05/2021;Torre Ventada;"60";"3500";SHF;50000;5G(5G);OFDMA;53° 27´ 0.9´´;70° 14´ 57.2´´;"-70,249";"-53,45"
"14.939";"628.142";ENTEL TELEFONIA LOCAL S.A.;5G;OJO BUENO LOTE 1 PARCELA 1, COMUNA DE PUNTA ARENAS, REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;76;24/05/2021;Torre Ventada;"21";"3500";SHF;50000;5G(5G);OFDMA;53° 2´ 13´´;70° 53´ 39´´;"-70,894";"-53,037"
"18.598";"630.118";Wom;5G;Camino Dorotea Km 3, s/n, Natales, Magallanes Y La Antártica Chilena;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Torre Auto Soportada;"25";"3500";SHF;50000;5G(5G);OFDMA;51° 42´ 52.6´´;72° 28´ 48.2´´;"-72,48";"-51,715"
"18.599";"630.119";Wom;5G;Cerro Mirador, Punta Arenas, Magallanes Y La Antártica Chilena;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Torre Ventada;"35";"3500";SHF;50000;5G(5G);OFDMA;53° 9´ 25.900000000000002´´;71° 2´ 39.4´´;"-71,044";"-53,157"
"14.957";"630.158";Wom;5G;Calle Via tres, Puerto Williams, Cabo De Hornos, Magallanes Y La Antártica Chilena;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;78;24/05/2021;Torre Ventada;"48";"3500";SHF;50000;5G(5G);OFDMA;54° 56´ 17´´;67° 36´ 34´´;"-67,609";"-54,938"
"14.931";"633.231";WILL;3G/5G;"Av.                   Los
Famencos        N°
0845";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;526;01/03/2022;Torre Ventada;"36";"700";UHF;15000;UMTS(3G)/LTE Advanced Pro(5G);OFDMA;53° 7´ 18´´;70° 54´ 22´´;"-70,906";"-53,122"
"14.957";"634.572";WILL;4G;Via Dos (Capdeville) S/N, Puerto Williams;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;745;18/03/2022;Torre Ventada;"48";"2600";UHF;40000;LTE(4G);OFDMA;54° 56´ 17´´;67° 36´ 34´´;"-67,609";"-54,938"
"26.281";"643.544";TELEFÓNICA MÓVILES CHILE S.A.;4G;ESTANCIA 5 DE ENERO S/N;;San Gregorio;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;2379;26/07/2022;Torre Ventada;"1";"700";SHF;20000;LTE(4G);OFDMA;52° 33´ 38.300000000000004´´;70° 20´ 53´´;"-70,348";"-52,561"
"14.910";"681.748";TELEFÓNICA MÓVILES CHILE S.A.;4G;CIRUJANO VIDELA S/N ( Cirujano Videla esquina Gral. Juan Salvo );;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1004;24/06/2025;Torre Auto Soportada;"36";"2600";UHF;40000;LTE(4G);;53° 8´ 47´´;70° 55´ 16´´;"-70,921";"-53,146"
"14.938";"683.632";TELEFÓNICA MÓVILES CHILE S.A.;;JUAN WILLIAMS N° 06503;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1777;29/09/2025;Torre Auto Soportada;"36";"700";UHF;20000;LTE;OFDMA;53° 6´ 49´´;70° 52´ 41´´;"-70,878";"-53,114"
"17.582";"683.742";TELEFÓNICA MÓVILES CHILE S.A.;;KM 13.5 RUT NORTE FUNDO LOS ROBLES LT 17-B1 SECTOR RIO SECO ( Desde intersección de Ruta 9 (camino Aeropuerto) con ruta Y-540, 600 mts en dirección No;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RESOLUCIÓN MODIFICA CONCESIÓN SERVICIOS PÚBLICOS NOTIFICADA;1939;14/10/2025;Torre Auto Soportada;"30";"2600";UHF;40000;LTE;OFDMA;53° 3´ 11´´;70° 53´ 41´´;"-70,895";"-53,053"
